,Compound Key,Smiles,SMILES,doi,Document ChEMBL ID,WT,L858R,L858R/T790M,L858R/T790M/C797S
81,13e,C=C(Cl)C(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,C=C(Cl)C(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,10.1016/j.bmc.2020.115680,CHEMBL4725398,1,1,1,-1
82,16a,C=C(F)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C(F)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2018.11.069,CHEMBL4411272,1,1,1,-1
83,8h,C=C(F)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(C)c3)ncc2Cl)c1,C=C(F)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(C)c3)ncc2Cl)c1,10.1016/j.bmc.2020.115680,CHEMBL4725398,0,1,1,-1
84,8c,C=C(F)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,C=C(F)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,10.1016/j.bmc.2020.115680,CHEMBL4725398,0,1,1,-1
85,38,C=C/C=C(C(\Cl)=C(/C)F)/c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n([C@@H]2CCCN(C(=O)CC)C2)c1=O,C=C/C=C(C(\Cl)=C(/C)F)/c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n([C@@H]2CCCN(C(=O)CC)C2)c1=O,10.1016/j.ejmech.2020.112995,CHEMBL5214888,0,1,1,1
86,24,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
87,23,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
88,25,C=C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
89,27,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
90,26,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(F)ccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(F)ccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
91,20,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(C)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(C)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
92,8,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
93,10,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
94,9,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
95,19,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)C1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)C1,10.1039/C7MD00571G,CHEMBL4257480,0,0,0,0
96,14,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
97,18,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
98,17,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
99,15,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
100,16,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
101,11,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,10.1039/C7MD00571G,CHEMBL4257480,1,-1,0,0
102,12,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
103,13,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1,10.1039/C7MD00571G,CHEMBL4257480,1,-1,0,0
104,22,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
105,21,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)ccc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)ccc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
106,28,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1039/C7MD00571G,CHEMBL4257480,1,1,1,-1
107,Parthenolide,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@H]21,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
108,(S)-3a,C=C1C[C@@](CCl)(c2ccccc2)OC1=O,C=C1C[C@@](CCl)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
109,"(2'R,5S)-20c",C=C1C[C@@]2(CCCc3ccccc3[C@@H]2Br)OC1=O,C=C1C[C@@]2(CCCc3ccccc3[C@@H]2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
110,(R)-2a,C=C1C[C@](CBr)(c2ccccc2)OC1=O,C=C1C[C@](CBr)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,1,1,-1
111,(R)-3a,C=C1C[C@](CCl)(c2ccccc2)OC1=O,C=C1C[C@](CCl)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
112,20a,C=C1C[C@]2(Cc3ccccc3[C@H]2Br)OC1=O,C=C1C[C@]2(Cc3ccccc3[C@H]2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
113,20b,C=C1C[C@]2(CCc3ccccc3[C@H]2Br)OC1=O,C=C1C[C@]2(CCc3ccccc3[C@H]2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
114,18,C=C1C[C@]2(CCCC[C@H]2Br)OC1=O,C=C1C[C@]2(CCCC[C@H]2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
115,"(2'S,5R)-20c",C=C1C[C@]2(CCCc3ccccc3[C@H]2Br)OC1=O,C=C1C[C@]2(CCCc3ccccc3[C@H]2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
116,2k,C=C1CC(C)(CBr)OC1=O,C=C1CC(C)(CBr)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
117,7,C=C1CC(C[Se]c2ccccc2)(c2ccccc2)OC1=O,C=C1CC(C[Se]c2ccccc2)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
118,15a,C=C1CC(c2ccccc2)(C(Br)c2ccccc2)OC1=O,C=C1CC(c2ccccc2)(C(Br)c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,1,1,-1
119,15b,C=C1CC(c2ccccc2)(C(C)Br)OC1=O,C=C1CC(c2ccccc2)(C(C)Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
120,16,C=C1CC(c2ccccc2)(C(Cl)c2ccccc2)OC1=O,C=C1CC(c2ccccc2)(C(Cl)c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
121,2i,C=C1CC(CBr)(c2ccc(C(F)(F)F)cc2)OC1=O,C=C1CC(CBr)(c2ccc(C(F)(F)F)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
122,2d,C=C1CC(CBr)(c2ccc(C)cc2)OC1=O,C=C1CC(CBr)(c2ccc(C)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
123,2j,C=C1CC(CBr)(c2ccc(Cl)cc2)OC1=O,C=C1CC(CBr)(c2ccc(Cl)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
124,2h,C=C1CC(CBr)(c2ccc(F)cc2)OC1=O,C=C1CC(CBr)(c2ccc(F)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,1,1,1,-1
125,2f,C=C1CC(CBr)(c2ccc(OC)cc2)OC1=O,C=C1CC(CBr)(c2ccc(OC)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
126,2c,C=C1CC(CBr)(c2cccc(C)c2)OC1=O,C=C1CC(CBr)(c2cccc(C)c2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
127,2a,C=C1CC(CBr)(c2ccccc2)OC1=O,C=C1CC(CBr)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,1,1,-1
128,2b,C=C1CC(CBr)(c2ccccc2C)OC1=O,C=C1CC(CBr)(c2ccccc2C)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
129,2g,C=C1CC(CBr)(c2ccccc2F)OC1=O,C=C1CC(CBr)(c2ccccc2F)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
130,2e,C=C1CC(CBr)(c2ccccc2OC)OC1=O,C=C1CC(CBr)(c2ccccc2OC)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
131,4,C=C1CC(CF)(c2ccccc2)OC1=O,C=C1CC(CF)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
132,5b,C=C1CC(CI)(c2ccc(F)cc2)OC1=O,C=C1CC(CI)(c2ccc(F)cc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,1,1,-1
133,5a,C=C1CC(CI)(c2ccccc2)OC1=O,C=C1CC(CI)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,1,1,-1
134,6,C=C1CC(CO)(c2ccccc2)OC1=O,C=C1CC(CO)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,0,0,0
135,(S)-9a,C=C1CC[C@@](CBr)(c2ccccc2)OC1=O,C=C1CC[C@@](CBr)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
136,(R)-9a,C=C1CC[C@](CBr)(c2ccccc2)OC1=O,C=C1CC[C@](CBr)(c2ccccc2)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
137,20c,C=C1CC2(CCCc3ccccc3C2Br)OC1=O,C=C1CC2(CCCc3ccccc3C2Br)OC1=O,10.1016/j.bmc.2019.115281,CHEMBL4616600,0,-1,0,0
138,13,C=CC(=O)N(C)c1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,C=CC(=O)N(C)c1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,10.1021/acsmedchemlett.6b00058,CHEMBL3813644,0,1,1,-1
139,32r,CN(C(=O)C=C)C1=CC=CC(=C1)N1C(NC(=O)C2=CC=CC(=C2)C(F)(F)F)=NC2=C1C=CC(C)=C2,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,0,1,1,-1
140,32l,CC1=CC=C2N([C@H]3CCC[C@H](C3)NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@@H]1CCC[C@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,1,1,-1
141,32k,CC1=CC=C2N([C@@H]3CCCC[C@H]3NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@@H]1CCCC[C@H]1n1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,0,0,0
142,25c,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.1016/j.bmc.2018.05.039,CHEMBL4118234,1,1,1,0
143,25a,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.1016/j.bmc.2018.05.039,CHEMBL4118234,1,1,1,-1
144,20d,C=CC(=O)N[C@@H]1CCN(c2ncnc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,C=CC(=O)N[C@@H]1CCN(c2ncnc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.1016/j.bmc.2018.05.039,CHEMBL4118234,-1,0,0,0
145,15,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,0,1,1,-1
146,17,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
147,22,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
148,19,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
149,16,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
150,21; PF-06747775,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,0
151,20,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
152,7,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
153,32n,CC1=CC=C2N([C@@H]3CC[C@@H](CC3)NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@H]1CC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)CC1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,0,0,0
154,32o,CC1=CC=C2N([C@H]3CC[C@@H](CC3)NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@H]1CC[C@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)CC1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,0,0,0
155,32m,CC1=CC=C2N([C@H]3CCC[C@@H](C3)NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@H]1CCC[C@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,0,1,0
156,32j,CC1=CC=C2N([C@@H]3CCCC[C@@H]3NC(=O)C=C)C(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=NC2=C1,C=CC(=O)N[C@H]1CCCC[C@H]1n1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,10.1021/acs.jmedchem.5b01985,CHEMBL3860038,-1,0,0,0
157,25d,C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.1016/j.bmc.2018.05.039,CHEMBL4118234,1,1,1,0
158,4,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
159,25b,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,10.1016/j.bmc.2018.05.039,CHEMBL4118234,1,1,1,1
160,5,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
161,21,C=CC(=O)N[C@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@@H]1F,C=CC(=O)N[C@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@@H]1F,10.1021/acs.jmedchem.5b00840,CHEMBL4425085,1,1,1,-1
162,22,C=CC(=O)N[C@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@@H]1F,C=CC(=O)N[C@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@@H]1F,10.1021/acs.jmedchem.5b00840,CHEMBL4425085,1,1,1,-1
163,20,C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,10.1021/acs.jmedchem.5b00840,CHEMBL4425085,1,1,1,-1
164,21,C=CC(=O)N1C[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@H](OC)C1,C=CC(=O)N1C[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@H](OC)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
165,6,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,1,1,1,-1
166,19,C=CC(=O)N1C[C@H](CO)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,C=CC(=O)N1C[C@H](CO)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
167,20,C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
168,1,C=CC(=O)N1C[C@H](COc2nc(Nc3cn[nH]c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,C=CC(=O)N1C[C@H](COc2nc(Nc3cn[nH]c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,10.1021/acs.jmedchem.6b01894,CHEMBL4177539,0,1,1,-1
169,16,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](C(F)(F)F)C1,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](C(F)(F)F)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
170,1; PF-06459988,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,0
171,14,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
172,17,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](F)C1,C=CC(=O)N1C[C@H](F)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,10.1021/acs.jmedchem.5b01633,CHEMBL3785081,0,1,1,-1
